customer_id,age,annual_income,spending_score,total_purchases,avg_purchase_value,customer_lifetime_value,registration_date,last_purchase_date,customer_type,preferred_categories
211,32,32910,100,86,551.49,39630.76,2023-12-12 00:14:41.330575,2024-05-05 00:14:41.330575,New,"Electronics, Clothing"
212,60,93479,66,92,831.47,91540.2,2023-07-10 00:14:41.330575,2024-08-31 00:14:41.330575,Regular,"Clothing, Beauty"
213,46,101264,79,7,610.09,4340.67,2022-10-15 00:14:41.330575,2024-03-07 00:14:41.330575,VIP,Books
214,53,43275,34,35,298.23,12462.39,2022-02-12 00:14:41.330575,2022-04-15 00:14:41.330575,Regular,"Clothing, Books"
215,30,92274,36,55,215.02,13902.75,2023-10-17 00:14:41.330575,2024-02-14 00:14:41.330575,Regular,"Beauty, Clothing, Electronics"
216,49,120776,6,92,160.8,14514.38,2023-04-02 00:14:41.330575,2023-11-13 00:14:41.330575,New,"Sports, Electronics"
217,24,68447,39,14,900.46,11086.06,2022-02-17 00:14:41.330575,2022-06-01 00:14:41.330575,Regular,"Clothing, Sports"
218,76,185601,42,10,713.03,6174.51,2022-09-05 00:14:41.330575,2023-11-03 00:14:41.330575,New,"Clothing, Sports, Home & Garden"
219,68,146394,58,80,938.0,67235.52,2022-12-05 00:14:41.330575,2023-08-16 00:14:41.330575,New,"Clothing, Books"
220,39,95703,12,16,607.26,10532.83,2022-12-28 00:14:41.330575,2024-02-29 00:14:41.330575,Regular,Beauty
221,45,96090,3,54,478.67,23500.65,2019-11-19 00:14:41.330575,2021-01-25 00:14:41.330575,Regular,Clothing
222,19,37260,18,95,69.12,6149.89,2022-04-06 00:14:41.330575,2022-10-29 00:14:41.330575,VIP,"Books, Sports"
223,59,132581,40,89,674.93,58838.05,2024-02-14 00:14:41.330575,2024-03-12 00:14:41.330575,VIP,Beauty
224,62,23812,21,77,586.39,52615.35,2021-07-21 00:14:41.330575,2023-06-02 00:14:41.330575,Regular,"Books, Beauty, Electronics"
225,79,179096,15,70,990.31,60708.99,2019-09-23 00:14:41.330575,2023-06-13 00:14:41.330575,VIP,Books
226,74,136148,97,44,246.77,8708.14,2021-03-21 00:14:41.330575,2022-10-29 00:14:41.330575,Regular,"Books, Sports, Clothing"
227,70,178357,99,73,535.43,32208.69,2022-12-23 00:14:41.330575,2023-03-01 00:14:41.330575,New,Sports
228,23,136421,26,45,654.45,34218.44,2023-01-30 00:14:41.330575,2024-06-25 00:14:41.330575,Regular,Beauty
229,45,21605,8,100,648.15,68639.51,2021-12-07 00:14:41.330575,2022-05-22 00:14:41.330575,New,Clothing
230,45,92303,100,56,565.68,28802.23,2023-05-16 00:14:41.330575,2024-05-01 00:14:41.330575,Regular,Sports
231,61,178211,94,84,779.16,56998.41,2020-02-28 00:14:41.330575,2021-03-01 00:14:41.330575,VIP,"Electronics, Beauty"
232,61,96125,87,82,212.93,16023.4,2024-08-18 00:14:41.330575,2024-08-28 00:14:41.330575,Regular,Books
233,37,164990,42,57,728.37,35120.09,2022-10-12 00:14:41.330575,2024-08-27 00:14:41.330575,VIP,"Sports, Beauty"
234,47,178518,44,21,623.54,15406.97,2024-06-27 00:14:41.330575,2024-08-07 00:14:41.330575,New,"Home & Garden, Sports, Books"
235,79,144040,14,68,897.11,67938.51,2024-06-17 00:14:41.330575,2024-07-25 00:14:41.330575,Regular,Books
236,28,164118,78,50,848.72,41797.61,2022-08-20 00:14:41.330575,2022-11-17 00:14:41.330575,New,Home & Garden
237,75,175890,2,33,322.0,12177.24,2023-05-15 00:14:41.330575,2023-07-02 00:14:41.330575,Regular,"Books, Electronics"
238,72,24324,37,91,283.47,23210.6,2022-02-23 00:14:41.330575,2023-05-14 00:14:41.330575,Regular,Clothing
239,45,96323,69,7,981.84,7469.78,2024-03-04 00:14:41.330575,2024-04-10 00:14:41.330575,Regular,"Books, Beauty, Clothing"
240,42,29111,38,70,531.99,42544.15,2021-07-02 00:14:41.330575,2024-01-06 00:14:41.330575,New,"Home & Garden, Books, Clothing"
241,56,189182,41,15,907.36,12830.63,2020-03-11 00:14:41.330575,2023-05-28 00:14:41.330575,New,"Sports, Clothing"
242,79,36389,62,82,172.24,15578.22,2023-01-08 00:14:41.330575,2023-05-19 00:14:41.330575,New,"Clothing, Home & Garden"
243,50,142177,60,32,646.39,18988.95,2023-04-30 00:14:41.330575,2024-07-05 00:14:41.330575,Regular,"Electronics, Beauty"
244,18,61427,14,75,811.76,55983.61,2021-08-10 00:14:41.330575,2021-10-07 00:14:41.330575,VIP,"Clothing, Home & Garden, Books"
245,74,179818,89,20,947.92,15978.57,2022-07-27 00:14:41.330575,2023-02-10 00:14:41.330575,New,"Clothing, Electronics, Books"
246,44,142883,84,88,343.97,29543.6,2020-09-15 00:14:41.330575,2021-04-17 00:14:41.330575,Regular,"Beauty, Electronics, Books"
247,79,151189,2,15,727.73,11918.96,2020-09-23 00:14:41.330575,2023-03-09 00:14:41.330575,VIP,"Books, Home & Garden"
248,74,145808,70,48,543.42,30677.28,2024-07-19 00:14:41.330575,2024-08-11 00:14:41.330575,Regular,"Clothing, Electronics, Sports"
249,69,132221,17,71,70.02,5177.83,2020-04-26 00:14:41.330575,2020-12-28 00:14:41.330575,Regular,Books
250,30,33234,89,21,693.1,16669.29,2021-05-10 00:14:41.330575,2022-05-26 00:14:41.330575,VIP,Clothing
251,58,73441,28,42,693.2,32870.1,2023-11-23 00:14:41.330575,2024-07-18 00:14:41.330575,New,"Clothing, Electronics"
252,20,20846,66,26,931.3,21049.96,2020-06-11 00:14:41.330575,2022-12-24 00:14:41.330575,New,"Clothing, Electronics"
253,56,30954,35,14,502.34,6992.86,2019-09-03 00:14:41.330575,2023-06-24 00:14:41.330575,New,Electronics
254,23,99239,5,57,237.95,11484.86,2024-06-22 00:14:41.330575,2024-07-31 00:14:41.330575,VIP,"Electronics, Beauty, Books"
255,25,66514,65,37,54.12,2148.34,2020-12-09 00:14:41.330575,2022-06-21 00:14:41.330575,VIP,Electronics
256,44,108236,40,58,421.49,28845.79,2023-02-07 00:14:41.330575,2023-03-29 00:14:41.330575,Regular,"Beauty, Home & Garden, Books"
257,26,117579,76,21,308.9,5545.23,2022-04-26 00:14:41.330575,2024-07-14 00:14:41.330575,New,"Clothing, Sports, Books"
258,79,157541,56,82,763.48,68462.3,2020-02-21 00:14:41.330575,2024-08-11 00:14:41.330575,Regular,"Sports, Clothing"
259,54,181177,36,69,360.73,26206.95,2022-09-17 00:14:41.330575,2024-08-05 00:14:41.330575,New,"Home & Garden, Books"
260,50,62101,45,3,949.58,2944.01,2023-12-27 00:14:41.330575,2024-04-28 00:14:41.330575,New,"Home & Garden, Sports, Clothing"
261,68,84323,23,87,962.69,80072.88,2022-10-23 00:14:41.330575,2024-02-08 00:14:41.330575,Regular,"Home & Garden, Books, Sports"
262,59,111922,47,90,624.7,52965.03,2021-12-23 00:14:41.330575,2022-03-12 00:14:41.330575,VIP,Home & Garden
263,61,196659,31,37,929.37,28131.74,2023-04-16 00:14:41.330575,2023-10-17 00:14:41.330575,VIP,Beauty
264,41,188048,11,88,763.25,59587.22,2021-07-23 00:14:41.330575,2024-01-19 00:14:41.330575,Regular,"Books, Home & Garden"
265,32,147534,10,49,551.39,21778.51,2021-03-30 00:14:41.330575,2023-11-14 00:14:41.330575,New,"Electronics, Clothing"
266,76,87584,67,19,188.5,3698.14,2023-10-19 00:14:41.330575,2024-04-30 00:14:41.330575,New,Home & Garden
267,71,124537,14,89,464.01,34786.08,2020-02-14 00:14:41.330575,2023-07-05 00:14:41.330575,Regular,"Beauty, Clothing, Books"
268,49,98477,80,85,565.27,55217.08,2024-05-21 00:14:41.330575,2024-08-14 00:14:41.330575,Regular,"Home & Garden, Clothing"
269,49,62533,74,12,865.32,10479.97,2020-09-19 00:14:41.330575,2023-10-31 00:14:41.330575,VIP,"Books, Beauty, Sports"
270,41,21828,93,61,486.52,32048.26,2020-03-29 00:14:41.330575,2023-01-09 00:14:41.330575,Regular,"Electronics, Home & Garden, Books"
271,58,21917,10,41,898.7,35532.85,2024-06-30 00:14:41.330575,2024-08-18 00:14:41.330575,Regular,Electronics
272,69,40618,76,33,677.61,22902.98,2023-08-28 00:14:41.330575,2023-12-29 00:14:41.330575,New,"Clothing, Beauty, Books"
273,66,52254,94,50,145.63,8570.79,2023-07-16 00:14:41.330575,2024-05-15 00:14:41.330575,New,"Beauty, Clothing, Electronics"
274,79,125292,1,68,995.03,56368.81,2024-01-03 00:14:41.330575,2024-03-18 00:14:41.330575,Regular,"Clothing, Sports"
275,66,67362,5,71,531.96,34051.73,2020-04-13 00:14:41.330575,2023-12-08 00:14:41.330575,New,"Sports, Clothing"
276,75,40128,20,86,397.94,38055.64,2019-09-05 00:14:41.330575,2023-10-06 00:14:41.330575,Regular,Books
277,69,143781,8,33,662.52,18354.01,2020-09-08 00:14:41.330575,2022-08-16 00:14:41.330575,VIP,Electronics
278,29,85545,43,81,117.8,7922.22,2024-05-09 00:14:41.330575,2024-08-11 00:14:41.330575,Regular,"Sports, Books, Beauty"
279,79,102180,76,24,640.17,14513.16,2023-09-11 00:14:41.330575,2023-10-24 00:14:41.330575,New,"Home & Garden, Sports, Beauty"
280,56,107958,1,61,503.25,25690.36,2021-05-05 00:14:41.330575,2024-05-16 00:14:41.330575,New,"Beauty, Electronics, Clothing"
281,19,160937,57,61,412.61,26025.75,2019-12-27 00:14:41.330575,2020-07-20 00:14:41.330575,Regular,"Electronics, Clothing, Books"
282,20,153291,64,98,953.49,83211.06,2023-03-19 00:14:41.330575,2023-08-16 00:14:41.330575,Regular,"Beauty, Sports"
283,66,59809,84,28,527.31,17101.62,2020-11-22 00:14:41.330575,2022-09-20 00:14:41.330575,Regular,"Books, Electronics"
284,54,136748,28,58,226.93,14654.5,2023-06-25 00:14:41.330575,2023-07-10 00:14:41.330575,Regular,Home & Garden
285,66,25287,37,43,464.37,21562.99,2023-03-02 00:14:41.330575,2023-08-13 00:14:41.330575,Regular,"Clothing, Electronics"
286,73,185459,47,41,920.19,39492.61,2023-05-05 00:14:41.330575,2024-06-12 00:14:41.330575,Regular,"Home & Garden, Beauty, Books"
287,34,28512,76,39,184.33,8234.03,2020-10-21 00:14:41.330575,2024-01-02 00:14:41.330575,Regular,"Sports, Books"
288,76,152414,37,86,221.82,16963.32,2022-09-25 00:14:41.330575,2022-10-31 00:14:41.330575,VIP,"Beauty, Electronics"
289,66,128872,49,49,22.9,1289.57,2024-08-15 00:14:41.330575,2024-08-27 00:14:41.330575,Regular,Home & Garden
290,19,170288,44,17,24.05,456.19,2022-02-10 00:14:41.330575,2023-03-19 00:14:41.330575,New,"Beauty, Clothing, Electronics"
291,19,113070,56,98,831.1,89532.66,2022-07-16 00:14:41.330575,2023-09-02 00:14:41.330575,Regular,"Clothing, Beauty"
292,45,99767,28,70,734.8,52696.3,2024-03-11 00:14:41.330575,2024-04-24 00:14:41.330575,Regular,"Home & Garden, Beauty"
293,71,117829,79,70,361.49,22735.85,2021-06-26 00:14:41.330575,2022-01-17 00:14:41.330575,VIP,"Sports, Electronics"
294,40,177686,6,98,701.33,66628.51,2022-08-11 00:14:41.330575,2022-10-11 00:14:41.330575,Regular,"Books, Beauty, Electronics"
295,54,187330,61,65,401.25,29143.93,2023-11-06 00:14:41.330575,2023-11-24 00:14:41.330575,VIP,"Books, Beauty, Sports"
296,49,62078,20,74,953.37,57336.28,2021-08-20 00:14:41.330575,2022-08-19 00:14:41.330575,VIP,"Sports, Home & Garden"
297,50,126288,78,85,967.38,91504.21,2023-11-02 00:14:41.330575,2024-08-27 00:14:41.330575,Regular,"Sports, Books"
298,18,103524,2,5,398.87,1786.99,2023-05-23 00:14:41.330575,2023-05-29 00:14:41.330575,Regular,Clothing
299,36,32219,73,2,855.68,1467.87,2022-09-09 00:14:41.330575,2023-11-10 00:14:41.330575,Regular,"Clothing, Books"
300,79,20235,37,22,775.36,14435.79,2024-01-25 00:14:41.330575,2024-05-20 00:14:41.330575,VIP,"Electronics, Beauty, Home & Garden"
301,19,62929,20,57,316.9,14647.53,2022-07-19 00:14:41.330575,2024-02-18 00:14:41.330575,Regular,"Clothing, Beauty, Home & Garden"
302,70,147309,26,66,239.72,15970.79,2020-05-30 00:14:41.330575,2024-08-07 00:14:41.330575,New,"Beauty, Sports, Books"
303,61,87444,29,74,463.65,30443.49,2021-03-17 00:14:41.330575,2022-09-13 00:14:41.330575,Regular,"Clothing, Beauty, Home & Garden"
304,43,159639,1,98,783.54,91819.7,2021-11-14 00:14:41.330575,2023-10-20 00:14:41.330575,New,Sports
305,49,121834,35,16,960.57,15826.73,2020-05-06 00:14:41.330575,2021-03-26 00:14:41.330575,Regular,"Clothing, Home & Garden, Books"
306,23,104555,70,51,765.94,33404.83,2024-08-06 00:14:41.330575,2024-08-28 00:14:41.330575,New,"Beauty, Books"
307,49,93698,59,39,856.65,35931.92,2024-02-03 00:14:41.330575,2024-02-12 00:14:41.330575,Regular,"Clothing, Electronics, Sports"
308,72,144450,69,86,607.03,60510.19,2020-09-23 00:14:41.330575,2023-06-11 00:14:41.330575,VIP,"Sports, Books, Beauty"
309,21,156487,33,76,837.05,69854.72,2021-08-04 00:14:41.330575,2021-09-14 00:14:41.330575,New,Clothing
310,72,187231,51,88,786.58,57491.67,2021-03-14 00:14:41.330575,2021-10-30 00:14:41.330575,New,"Clothing, Sports, Books"
311,28,63925,78,40,383.22,17756.17,2022-05-02 00:14:41.330575,2023-07-28 00:14:41.330575,New,Electronics
312,73,157023,12,38,556.47,23632.02,2023-06-18 00:14:41.330575,2024-06-29 00:14:41.330575,Regular,"Beauty, Home & Garden, Books"
313,76,107388,20,60,806.71,41787.01,2022-05-13 00:14:41.330575,2023-06-10 00:14:41.330575,Regular,Electronics
314,34,28007,53,59,55.6,2692.27,2023-10-23 00:14:41.330575,2023-11-01 00:14:41.330575,New,"Books, Electronics, Beauty"
315,80,192904,88,10,810.0,8285.69,2020-08-19 00:14:41.330575,2024-05-31 00:14:41.330575,New,"Electronics, Books"
316,55,78596,43,99,186.11,15889.89,2024-05-23 00:14:41.330575,2024-08-21 00:14:41.330575,Regular,"Sports, Electronics"
317,41,141101,98,64,519.54,37700.69,2023-03-05 00:14:41.330575,2024-05-21 00:14:41.330575,New,Home & Garden
318,22,181595,89,63,810.19,48149.62,2023-01-30 00:14:41.330575,2023-06-06 00:14:41.330575,Regular,Electronics
319,69,108861,50,49,261.28,14917.18,2021-09-24 00:14:41.330575,2023-08-15 00:14:41.330575,New,Sports
320,51,106740,29,64,253.35,16640.44,2021-10-22 00:14:41.330575,2022-11-17 00:14:41.330575,Regular,"Beauty, Books, Electronics"
321,23,35524,57,32,408.74,11419.46,2022-06-23 00:14:41.330575,2023-01-01 00:14:41.330575,New,Home & Garden
322,39,170354,39,7,895.7,5366.03,2021-03-01 00:14:41.330575,2022-10-25 00:14:41.330575,Regular,"Clothing, Books, Home & Garden"
323,28,175002,95,21,10.44,225.95,2023-09-11 00:14:41.330575,2024-04-28 00:14:41.330575,New,"Sports, Beauty, Home & Garden"
324,80,151149,56,20,902.37,19937.93,2019-11-20 00:14:41.330575,2022-11-25 00:14:41.330575,Regular,"Books, Clothing, Electronics"
325,65,145501,43,26,162.27,4694.09,2023-02-13 00:14:41.330575,2023-05-08 00:14:41.330575,VIP,"Electronics, Beauty"
326,33,40611,50,68,990.19,61293.36,2020-08-01 00:14:41.330575,2023-06-20 00:14:41.330575,VIP,Electronics
327,50,168056,23,86,955.3,72436.66,2022-02-07 00:14:41.330575,2024-02-01 00:14:41.330575,Regular,"Home & Garden, Sports, Beauty"
328,26,34060,44,15,499.73,6047.0,2023-06-06 00:14:41.330575,2023-07-24 00:14:41.330575,Regular,"Sports, Beauty"
329,77,63303,38,85,517.59,47148.71,2022-09-28 00:14:41.330575,2023-02-19 00:14:41.330575,VIP,Sports
330,76,180359,84,79,486.73,31939.01,2022-09-12 00:14:41.330575,2022-11-19 00:14:41.330575,Regular,"Books, Beauty, Sports"
331,23,59711,23,86,639.09,53219.7,2021-01-16 00:14:41.330575,2024-01-02 00:14:41.330575,New,Electronics
332,33,163026,45,92,99.81,9556.0,2023-10-12 00:14:41.330575,2024-04-13 00:14:41.330575,VIP,"Home & Garden, Sports, Electronics"
333,46,93340,52,14,42.29,695.58,2024-05-26 00:14:41.330575,2024-07-26 00:14:41.330575,Regular,"Sports, Beauty"
334,20,122974,80,27,67.13,1676.07,2021-10-06 00:14:41.330575,2023-01-27 00:14:41.330575,New,"Sports, Home & Garden, Books"
335,37,169646,50,40,449.92,16195.48,2022-03-11 00:14:41.330575,2024-06-07 00:14:41.330575,New,"Sports, Electronics, Clothing"
336,77,160256,8,58,282.79,17413.22,2021-03-05 00:14:41.330575,2024-06-11 00:14:41.330575,New,"Clothing, Books"
337,76,170168,85,28,625.82,18358.73,2019-09-16 00:14:41.330575,2024-01-31 00:14:41.330575,Regular,"Electronics, Sports"
338,53,87728,1,26,992.52,24072.52,2020-09-28 00:14:41.330575,2021-02-21 00:14:41.330575,New,"Clothing, Sports"
339,36,185088,8,63,392.46,28958.9,2023-06-04 00:14:41.330575,2024-04-04 00:14:41.330575,New,"Electronics, Sports"
340,43,31246,29,66,578.1,43417.83,2020-07-08 00:14:41.330575,2023-04-19 00:14:41.330575,New,Clothing
341,20,196630,96,25,421.45,9372.97,2020-09-22 00:14:41.330575,2022-05-23 00:14:41.330575,Regular,Beauty
342,80,169453,5,3,848.8,2280.7,2023-01-17 00:14:41.330575,2024-04-06 00:14:41.330575,Regular,Sports
343,36,147796,86,72,903.21,65351.08,2023-06-14 00:14:41.330575,2024-01-20 00:14:41.330575,Regular,Beauty
344,37,187527,47,44,878.58,42887.77,2022-05-03 00:14:41.330575,2023-11-08 00:14:41.330575,New,"Home & Garden, Electronics, Clothing"
345,49,112263,34,97,974.63,77296.7,2024-02-13 00:14:41.330575,2024-08-07 00:14:41.330575,New,"Home & Garden, Clothing, Electronics"
346,24,155090,65,42,37.24,1685.04,2024-01-11 00:14:41.330575,2024-02-15 00:14:41.330575,VIP,"Home & Garden, Sports, Clothing"
347,69,31302,55,99,841.42,88239.83,2022-09-24 00:14:41.330575,2023-10-06 00:14:41.330575,Regular,"Books, Beauty"
348,58,87506,90,6,754.25,4039.43,2022-09-23 00:14:41.330575,2024-06-03 00:14:41.330575,Regular,Beauty
349,50,61157,43,39,236.41,9888.82,2020-08-07 00:14:41.330575,2024-02-17 00:14:41.330575,New,"Beauty, Books, Home & Garden"
350,57,74917,74,52,956.76,58511.43,2021-04-21 00:14:41.330575,2021-07-24 00:14:41.330575,Regular,Home & Garden
351,56,116646,30,23,156.7,2950.73,2023-09-10 00:14:41.330575,2024-05-28 00:14:41.330575,Regular,"Beauty, Home & Garden, Sports"
352,35,103122,82,89,682.75,56381.23,2021-09-28 00:14:41.330575,2024-03-12 00:14:41.330575,New,Home & Garden
353,57,44519,17,50,232.64,11344.35,2022-07-14 00:14:41.330575,2022-09-22 00:14:41.330575,New,Beauty
354,18,100910,26,43,437.07,21795.49,2020-06-19 00:14:41.330575,2021-01-23 00:14:41.330575,Regular,"Beauty, Sports"
355,28,140430,8,19,721.97,16253.85,2023-10-20 00:14:41.330575,2023-11-09 00:14:41.330575,VIP,"Beauty, Clothing"
356,45,91324,47,69,567.69,38294.99,2024-08-14 00:14:41.330575,2024-08-29 00:14:41.330575,VIP,"Beauty, Home & Garden, Sports"
357,74,25408,76,51,433.23,24304.45,2020-07-04 00:14:41.330575,2023-12-17 00:14:41.330575,Regular,Home & Garden
358,42,79379,91,11,333.08,3710.28,2021-05-28 00:14:41.330575,2024-02-04 00:14:41.330575,Regular,"Sports, Beauty"
359,67,45053,72,12,841.26,10247.69,2022-10-28 00:14:41.330575,2023-11-03 00:14:41.330575,New,Sports
360,40,160518,89,74,152.38,10275.25,2021-05-19 00:14:41.330575,2023-11-20 00:14:41.330575,Regular,"Clothing, Electronics"
361,48,151994,46,8,435.8,3091.68,2022-03-29 00:14:41.330575,2023-07-27 00:14:41.330575,Regular,Books
362,47,118723,68,24,904.72,19872.04,2023-03-22 00:14:41.330575,2023-04-15 00:14:41.330575,New,Sports
363,59,71356,33,92,847.39,79716.41,2021-12-28 00:14:41.330575,2022-06-01 00:14:41.330575,VIP,"Home & Garden, Books"
364,52,30789,1,41,406.93,13541.88,2020-11-17 00:14:41.330575,2022-08-10 00:14:41.330575,New,"Clothing, Beauty"
365,24,117720,19,36,765.48,32046.35,2021-01-17 00:14:41.330575,2024-01-02 00:14:41.330575,Regular,Sports
366,77,86656,31,85,824.93,60478.63,2020-01-10 00:14:41.330575,2024-06-25 00:14:41.330575,Regular,"Electronics, Beauty"
367,33,64028,80,72,890.0,56905.31,2022-11-01 00:14:41.330575,2022-11-19 00:14:41.330575,Regular,Books
368,43,84484,14,55,549.06,30419.06,2021-04-21 00:14:41.330575,2024-08-19 00:14:41.330575,Regular,"Books, Beauty, Clothing"
369,65,52154,53,9,212.42,2072.46,2023-10-17 00:14:41.330575,2024-06-09 00:14:41.330575,New,"Electronics, Sports, Clothing"
370,74,22336,48,47,262.76,10352.67,2022-01-11 00:14:41.330575,2023-02-01 00:14:41.330575,VIP,"Books, Clothing"
371,69,123677,69,15,302.74,4209.95,2023-07-17 00:14:41.330575,2024-04-18 00:14:41.330575,Regular,Books
372,77,87779,90,48,597.86,34077.15,2021-04-17 00:14:41.330575,2023-05-01 00:14:41.330575,Regular,"Books, Electronics, Sports"
373,66,39029,62,82,42.48,3152.22,2022-05-28 00:14:41.330575,2023-11-30 00:14:41.330575,VIP,"Beauty, Home & Garden, Clothing"
374,19,79201,92,42,639.68,24857.48,2020-07-23 00:14:41.330575,2024-03-30 00:14:41.330575,Regular,"Home & Garden, Beauty, Sports"
375,18,52265,66,60,370.71,25236.44,2022-08-30 00:14:41.330575,2023-01-29 00:14:41.330575,New,Clothing
376,65,122916,64,84,302.29,20823.91,2024-04-12 00:14:41.330575,2024-08-16 00:14:41.330575,Regular,"Clothing, Books, Beauty"
377,79,194944,70,70,880.7,60776.37,2020-11-23 00:14:41.330575,2021-07-17 00:14:41.330575,New,"Clothing, Sports"
378,29,66197,63,12,465.4,5315.87,2023-12-02 00:14:41.330575,2024-01-25 00:14:41.330575,New,Home & Garden
379,22,145733,73,2,104.1,192.93,2021-11-29 00:14:41.330575,2024-08-04 00:14:41.330575,Regular,"Books, Home & Garden"
380,54,174782,33,7,828.48,5302.24,2024-02-29 00:14:41.330575,2024-08-26 00:14:41.330575,VIP,"Books, Clothing"
381,49,180558,41,80,57.16,3825.37,2022-12-04 00:14:41.330575,2023-03-22 00:14:41.330575,New,"Sports, Books"
382,76,91907,89,3,729.48,2026.34,2023-10-23 00:14:41.330575,2024-04-23 00:14:41.330575,Regular,Home & Garden
383,72,148876,48,3,776.17,1902.91,2024-06-04 00:14:41.330575,2024-07-28 00:14:41.330575,New,Beauty
384,26,84435,13,27,359.08,10784.76,2021-08-11 00:14:41.330575,2022-08-18 00:14:41.330575,Regular,"Home & Garden, Clothing, Electronics"
385,58,60631,73,40,826.54,31715.7,2023-08-22 00:14:41.330575,2023-11-16 00:14:41.330575,Regular,"Books, Sports"
386,52,149038,77,33,520.5,16791.09,2024-05-19 00:14:41.330575,2024-07-30 00:14:41.330575,Regular,Home & Garden
387,36,40103,31,92,468.66,49904.92,2020-05-24 00:14:41.330575,2022-09-19 00:14:41.330575,New,Books
388,65,84772,75,1,54.95,58.42,2021-05-06 00:14:41.330575,2022-09-26 00:14:41.330575,Regular,"Books, Electronics"
389,33,146108,68,8,297.13,1909.29,2023-05-30 00:14:41.330575,2024-04-15 00:14:41.330575,VIP,"Clothing, Beauty"
390,20,34382,98,32,931.7,35099.6,2021-12-12 00:14:41.330575,2022-09-12 00:14:41.330575,Regular,Books
391,37,104291,4,48,397.91,17091.5,2024-06-17 00:14:41.330575,2024-06-23 00:14:41.330575,Regular,"Beauty, Sports"
392,41,121195,19,4,551.23,1858.85,2023-03-27 00:14:41.330575,2023-07-22 00:14:41.330575,VIP,"Home & Garden, Electronics"
393,71,154828,70,94,536.7,55860.61,2021-07-07 00:14:41.330575,2023-06-09 00:14:41.330575,New,Clothing
394,73,40609,98,70,594.53,41625.05,2023-09-04 00:14:41.330575,2023-10-15 00:14:41.330575,Regular,"Electronics, Sports, Clothing"
395,50,167550,82,19,70.72,1308.08,2020-02-06 00:14:41.330575,2020-03-18 00:14:41.330575,VIP,"Sports, Home & Garden"
396,41,190738,13,32,368.55,10611.9,2023-08-18 00:14:41.330575,2024-06-27 00:14:41.330575,New,Home & Garden
397,69,95683,23,9,725.9,6657.15,2020-05-10 00:14:41.330575,2022-07-06 00:14:41.330575,Regular,"Electronics, Beauty, Home & Garden"
398,28,144714,83,12,208.55,2276.75,2022-01-27 00:14:41.330575,2022-12-21 00:14:41.330575,New,"Home & Garden, Beauty, Electronics"
399,66,150330,75,11,211.54,2700.72,2024-02-21 00:14:41.330575,2024-03-08 00:14:41.330575,Regular,Beauty
400,25,91315,1,46,19.99,814.79,2021-02-13 00:14:41.330575,2021-11-22 00:14:41.330575,Regular,Home & Garden
401,53,97834,88,16,443.11,8179.75,2020-07-25 00:14:41.330575,2023-02-22 00:14:41.330575,Regular,"Home & Garden, Clothing, Books"
402,55,146205,54,1,883.91,904.91,2022-04-20 00:14:41.330575,2023-01-02 00:14:41.330575,Regular,Beauty
403,57,34153,71,63,61.38,4375.04,2022-02-13 00:14:41.330575,2023-09-10 00:14:41.330575,New,"Beauty, Clothing, Electronics"
404,37,96325,89,21,199.21,4539.58,2019-12-08 00:14:41.330575,2021-07-03 00:14:41.330575,Regular,"Beauty, Clothing"
405,79,164071,85,30,316.98,10257.58,2021-01-27 00:14:41.330575,2022-09-30 00:14:41.330575,New,"Clothing, Home & Garden"
406,52,75318,15,13,734.41,8876.52,2020-04-05 00:14:41.330575,2023-02-11 00:14:41.330575,VIP,Sports
407,65,151886,65,34,644.23,19572.35,2022-11-01 00:14:41.330575,2024-04-12 00:14:41.330575,New,"Sports, Home & Garden"
408,79,135033,76,4,421.78,1492.01,2023-03-09 00:14:41.330575,2024-05-04 00:14:41.330575,VIP,"Home & Garden, Clothing"
409,42,96077,71,28,761.48,24367.78,2020-01-05 00:14:41.330575,2024-02-02 00:14:41.330575,Regular,"Clothing, Electronics"
410,52,110474,15,95,613.53,65755.83,2022-09-12 00:14:41.330575,2023-09-19 00:14:41.330575,Regular,"Sports, Electronics, Books"
411,42,153515,21,59,897.08,51669.6,2023-04-01 00:14:41.330575,2023-06-20 00:14:41.330575,Regular,"Books, Electronics"
412,46,93319,19,27,819.85,18881.12,2024-05-05 00:14:41.330575,2024-06-12 00:14:41.330575,Regular,"Books, Beauty, Sports"
413,35,145885,60,69,260.29,17114.11,2019-10-31 00:14:41.330575,2024-02-18 00:14:41.330575,Regular,"Home & Garden, Books, Sports"
414,63,129777,93,25,278.72,7300.63,2023-12-18 00:14:41.330575,2024-07-01 00:14:41.330575,New,Beauty
415,35,37368,89,3,134.1,394.96,2020-02-10 00:14:41.330575,2020-08-31 00:14:41.330575,Regular,"Books, Home & Garden, Electronics"
416,19,166400,33,97,343.6,37064.59,2020-06-12 00:14:41.330575,2020-12-24 00:14:41.330575,New,"Beauty, Electronics"
417,71,111751,49,68,999.55,81498.65,2019-12-17 00:14:41.330575,2021-12-13 00:14:41.330575,New,"Beauty, Books"
418,52,47306,96,25,411.69,9020.67,2022-10-05 00:14:41.330575,2023-07-16 00:14:41.330575,Regular,Sports
419,33,190987,35,20,228.28,4491.91,2023-09-04 00:14:41.330575,2024-03-17 00:14:41.330575,New,"Electronics, Clothing, Home & Garden"
420,78,57219,44,34,764.86,25287.33,2020-04-17 00:14:41.330575,2021-02-17 00:14:41.330575,New,Sports
